id,orden,palabra,valoracion
-M2p40WSwfEKdCuC4er1,1,Información virtual,10
-M2p40WSwfEKdCuC4er1,2,Ciencia ciudadana,10
-M2p40WSwfEKdCuC4er1,3,Cooperatividad en la recolección de información ,10
-M2p40WSwfEKdCuC4er1,4,Banco de datos dónde acceder el/la investigador/a,10
-M2p40WSwfEKdCuC4er1,5,Red,10
-M2p9fc9-KRyctYz_znH,1,Empresas,10
-M2p9fc9-KRyctYz_znH,2,Informacion,5
-M2p9fc9-KRyctYz_znH,3,BigData,10
-M2p9fc9-KRyctYz_znH,4,Futuro,10
-M2p9fc9-KRyctYz_znH,5,Analisis,10
-M2pBlII2ocMygphwNlH,1,Poder de computo,8
-M2pBlII2ocMygphwNlH,2,Big data,4
-M2pBlII2ocMygphwNlH,3,privacidad,2
-M2pBlII2ocMygphwNlH,4,eficiencia,10
-M2pBlII2ocMygphwNlH,5,monopolio,2
-M2pNaeMcY0Po4PuPQBR,1,robot,5
-M2pNaeMcY0Po4PuPQBR,2,cerebro,7
-M2pNaeMcY0Po4PuPQBR,3,maquina,5
-M2pNaeMcY0Po4PuPQBR,4,dispositivo,5
-M2pNaeMcY0Po4PuPQBR,5,plata,5
-M2prFg4RZTAVNvtqBQa,1,Robot,10
-M2prFg4RZTAVNvtqBQa,2,Desempleo,0
-M2prFg4RZTAVNvtqBQa,3,Comodidad,10
-M2prFg4RZTAVNvtqBQa,4,"Frialdad, deshumanización",0
-M2prFg4RZTAVNvtqBQa,5,Futuro,5
-M2pubE2ecDc0cn9cfTU,1,Red Neuronal,10
-M2pubE2ecDc0cn9cfTU,2,Aprendizaje Automatico,10
-M2pubE2ecDc0cn9cfTU,3,Juegos de Mesa,10
-M2pubE2ecDc0cn9cfTU,4,Matemática,10
-M2pubE2ecDc0cn9cfTU,5,Predicciones,10
-M2pxDve7XtGts-7hv1K,1,Big data,5
-M2pxDve7XtGts-7hv1K,2,Ciencias de la información,10
-M2pxDve7XtGts-7hv1K,3,Datos duros,5
-M2pxDve7XtGts-7hv1K,4,Estadística,5
-M2pxDve7XtGts-7hv1K,5,Tics,8
-M2qFJ6T6V28WD32XcsB,1,Robot,5
-M2qFJ6T6V28WD32XcsB,2,Animado,8
-M2qFJ6T6V28WD32XcsB,3,Autómata,8
-M2qFJ6T6V28WD32XcsB,4,Tecnología,10
-M2qFJ6T6V28WD32XcsB,5,Máquina,5
-M2sF500LfduXuQ9IwZj,1,Grandes datos,10
-M2sF500LfduXuQ9IwZj,2,Conocimiento ,10
-M2sF500LfduXuQ9IwZj,3,Exploracion,10
-M2sF500LfduXuQ9IwZj,4,Tecnología ,10
-M2sF500LfduXuQ9IwZj,5,Información ,10
-M2t2bFQucCzlQDiqtjE,1,Curso,8
-M2t2bFQucCzlQDiqtjE,2,Poder,7
-M2t2bFQucCzlQDiqtjE,3,Dinero,9
-M2t2bFQucCzlQDiqtjE,4,Clases,10
-M2t2bFQucCzlQDiqtjE,5,Tiempo,10
-M2t2bFQucCzlQDiqtjE,6,Saber,10
-M2t2bFQucCzlQDiqtjE,7,Adelanto,9
-M2tmR-CW5a6i0gnwQ3D,1,Sabiduría,9
-M2tmR-CW5a6i0gnwQ3D,2,Abarcar todo,3
-M2tmR-CW5a6i0gnwQ3D,3,Poder,5
-M2tmR-CW5a6i0gnwQ3D,4,Opinión propia,9
-M2tmR-CW5a6i0gnwQ3D,5,Experiencia,9
-M2tmR-CW5a6i0gnwQ3D,6,Placer,5
-M2tmR-CW5a6i0gnwQ3D,7,Peligro,2
-M2uUDxoOXAOC5Nadm5Q,1,tremendo ,8
-M2uUDxoOXAOC5Nadm5Q,2,dato,9
-M2uUDxoOXAOC5Nadm5Q,3,poder,8
-M2uUDxoOXAOC5Nadm5Q,4,dimensión,8
-M2uUDxoOXAOC5Nadm5Q,5,grande,8
-M2ulnBkfb-NdKeEABbo,1,Machine learning,10
-M2ulnBkfb-NdKeEABbo,2,Estadistica,9
-M2ulnBkfb-NdKeEABbo,3,Programación,9
-M2ulnBkfb-NdKeEABbo,4,Big Data,9
-M2ulnBkfb-NdKeEABbo,5,Matemática,10
-M2unhBUHv83MkqDKjBo,1,Problema,3
-M2unhBUHv83MkqDKjBo,2,Avance,7
-M2unhBUHv83MkqDKjBo,3,Automatización,4
-M2unhBUHv83MkqDKjBo,4,Mejoras,9
-M2unhBUHv83MkqDKjBo,5,Cambio,5
-M2v0ec4SiiPOGUqFGUb,1,Corporacion,0
-M2v0ec4SiiPOGUqFGUb,2,Privacidad,10
-M2v0ec4SiiPOGUqFGUb,3,Vender,5
-M2v0ec4SiiPOGUqFGUb,4,Informacion,5
-M2v0ec4SiiPOGUqFGUb,5,Plata,4
-M2v7LiYVkXlGKejusBn,1,Análisis,10
-M2v7LiYVkXlGKejusBn,2,Investigación,10
-M2v7LiYVkXlGKejusBn,3,Tecnologia,10
-M2v7LiYVkXlGKejusBn,4,Innovación,10
-M2v7LiYVkXlGKejusBn,5,Dificultad,10
-M2xF57dopHK9BpRx5Hh,1,Manipulación,0
-M2xF57dopHK9BpRx5Hh,2,Informacion,10
-M2xF57dopHK9BpRx5Hh,3,Politica,0
-M2xF57dopHK9BpRx5Hh,4,Dominio,0
-M2xF57dopHK9BpRx5Hh,5,Ayuda,10
-M2xGoFFBmmgTKpYvfhY,1,Conexiones infinitas,9
-M2xGoFFBmmgTKpYvfhY,2,Internet,10
-M2xGoFFBmmgTKpYvfhY,3,Inteligencia artificial,9
-M2xGoFFBmmgTKpYvfhY,4,Nuevos softwares,10
-M2xGoFFBmmgTKpYvfhY,5,Respuestas,9
-M2xPtAsXnj6573wthIF,1,Análisis,7
-M2xPtAsXnj6573wthIF,2,Escala,5
-M2xPtAsXnj6573wthIF,3,Datos,5
-M2xPtAsXnj6573wthIF,4,Vigilancia,4
-M2xPtAsXnj6573wthIF,5,Ciencia,9
-M2xg2mPde6HRW2gWYrA,1,Ciencia,4
-M2xg2mPde6HRW2gWYrA,2,Ficcion,5
-M2xg2mPde6HRW2gWYrA,3,Futuro,9
-M2xg2mPde6HRW2gWYrA,4,Trabajo,10
-M2xg2mPde6HRW2gWYrA,5,Cambio,5
-M2xjjMpSsLTMt2tXGDt,1,Peligrosa,0
-M2xjjMpSsLTMt2tXGDt,2,Cuidado ,9
-M2xjjMpSsLTMt2tXGDt,3,Control,7
-M2xjjMpSsLTMt2tXGDt,4,Respondabilidad,6
-M2xjjMpSsLTMt2tXGDt,5,Negocios,0
-M2xtkaLTAGxORvpcqnr,1,Gran base de datos,4
-M2xtkaLTAGxORvpcqnr,2,Nube ,7
-M2xtkaLTAGxORvpcqnr,3,Imformatica,9
-M2xtkaLTAGxORvpcqnr,4,Datos personales,1
-M2xtkaLTAGxORvpcqnr,5,Búsqueda,4
-M2xuNL8n-yA2Al5IRKB,1,Robótica,7
-M2xuNL8n-yA2Al5IRKB,2,Tecnología,8
-M2xuNL8n-yA2Al5IRKB,3,Algoritmos,9
-M2xuNL8n-yA2Al5IRKB,4,Tareas,7
-M2xuNL8n-yA2Al5IRKB,5,"Ayuda social (medicina, research)",8
-M2y1E-PFq9RRVnKmekK,1,Informacion,8
-M2y1E-PFq9RRVnKmekK,2,Big data,10
-M2y1E-PFq9RRVnKmekK,3,Informatica,8
-M2y1E-PFq9RRVnKmekK,4,Valor,10
-M2y1E-PFq9RRVnKmekK,5,Informatica,9
-M2y5cHBFijHTMaCvyF6,1,Robots,9
-M2y5cHBFijHTMaCvyF6,2,Software ,9
-M2y5cHBFijHTMaCvyF6,3,Automatizacion,5
-M2y5cHBFijHTMaCvyF6,4,Tecnologia,9
-M2y5cHBFijHTMaCvyF6,5,Futuro,9
-M2yAbCja-NoP1Q9Mq22,1,Cantidad,9
-M2yAbCja-NoP1Q9Mq22,2,Usuarios,9
-M2yAbCja-NoP1Q9Mq22,3,Algoritmos,9
-M2yAbCja-NoP1Q9Mq22,4,Gustos,7
-M2yAbCja-NoP1Q9Mq22,5,Sistemas,8
-M2yHEk4O2PrIpJ7RFKp,1,datos,5
-M2yHEk4O2PrIpJ7RFKp,2,sistema binario,5
-M2yHEk4O2PrIpJ7RFKp,3,numero,5
-M2yHEk4O2PrIpJ7RFKp,4,informacion codificada,5
-M2yHEk4O2PrIpJ7RFKp,5,0-1-2,5
-M2zO90WdpFEVPalRjSM,1,Informacion,5
-M2zO90WdpFEVPalRjSM,2,Privacidad,1
-M2zO90WdpFEVPalRjSM,3,Libertad,2
-M2zO90WdpFEVPalRjSM,4,Publicidad,1
-M2zO90WdpFEVPalRjSM,5,Tecnologia ,5
-M2zTbUMqEycnjuOnRdU,1,Datos,10
-M2zTbUMqEycnjuOnRdU,2,Capacidad Velocidad,10
-M2zTbUMqEycnjuOnRdU,3,Procesamiento de datos,10
-M2zTbUMqEycnjuOnRdU,4,Tecnologia de la información,10
-M2zTbUMqEycnjuOnRdU,5,Capacidad para analizar y relacionar d,10
-M2zuMtoN3yX4d6pW4zZ,1,Automático ,7
-M2zuMtoN3yX4d6pW4zZ,2,Robótico ,5
-M2zuMtoN3yX4d6pW4zZ,3,Algo no producido directamente  por el hombre ,3
-M2zuMtoN3yX4d6pW4zZ,4,Poco sensible ,2
-M2zuMtoN3yX4d6pW4zZ,5,Computación ,6
-M3-BaDuKvXift-fP_2Z,1,TEGNOLOGIA,5
-M3-BaDuKvXift-fP_2Z,2,AVANCES,5
-M3-BaDuKvXift-fP_2Z,3,REVOLUCION,5
-M3-BaDuKvXift-fP_2Z,4,COMODIDAD,5
-M3-BaDuKvXift-fP_2Z,5,CONFORT,5
-M3-EyU4jcQEgYNAOe3s,1,R studio,10
-M3-EyU4jcQEgYNAOe3s,2,estadística,10
-M3-EyU4jcQEgYNAOe3s,3,internet,10
-M3-EyU4jcQEgYNAOe3s,4,control,2
-M3-EyU4jcQEgYNAOe3s,5,modelos,10
-M3-OpTILQrT22YVG017,1,robots,6
-M3-OpTILQrT22YVG017,2,Aislamiento social,4
-M3-OpTILQrT22YVG017,3,Perdidas de trabajo,3
-M3-OpTILQrT22YVG017,4,Posibilidades,7
-M3-OpTILQrT22YVG017,5,Terminator,1
-M3-QXl0-gKlc0UmpyNn,1,Datos,10
-M3-QXl0-gKlc0UmpyNn,2,Conocimiento,10
-M3-QXl0-gKlc0UmpyNn,3,Control,2
-M3-QXl0-gKlc0UmpyNn,4,Nada,5
-M3-QXl0-gKlc0UmpyNn,5,Nada,5
-M3-TXGLNv4QAqOmgcxH,1,Estadística,8
-M3-TXGLNv4QAqOmgcxH,2,Información,8
-M3-TXGLNv4QAqOmgcxH,3,Intrusión a la privacidad,0
-M3-TXGLNv4QAqOmgcxH,4,Matemática,9
-M3-TXGLNv4QAqOmgcxH,5,Capital humano,9
-M3-wCHatIqU2xkbBA15,1,Tecnología,5
-M3-wCHatIqU2xkbBA15,2,Futuro,3
-M3-wCHatIqU2xkbBA15,3,Dominación,0
-M3-wCHatIqU2xkbBA15,4,Independencia,7
-M3-wCHatIqU2xkbBA15,5,Progreso,7
-M31vMlVJylLVAX042od,1,Computadora,8
-M31vMlVJylLVAX042od,2,Máquinas automátizadas,6
-M31vMlVJylLVAX042od,3,Robot,4
-M31vMlVJylLVAX042od,4,Futuro,8
-M31vMlVJylLVAX042od,5,Incertidumbre,3
-M320eVXp1WHTCnvreua,1,Poder,10
-M320eVXp1WHTCnvreua,2,Sabiduría,9
-M320eVXp1WHTCnvreua,3,Valor,10
-M320eVXp1WHTCnvreua,4,Fortaleza,10
-M320eVXp1WHTCnvreua,5,Supervivencia,10
-M327IC9FEA1hloPx769,1,Tecnologia,8
-M327IC9FEA1hloPx769,2,Maquinas,4
-M327IC9FEA1hloPx769,3,Robotica,5
-M327IC9FEA1hloPx769,4,Computacion,7
-M327IC9FEA1hloPx769,5,Electronica,4
-M327XCoCl8iEc4RI2wn,1,Tecnología ,9
-M327XCoCl8iEc4RI2wn,2,Futuro,10
-M327XCoCl8iEc4RI2wn,3,Informatica,10
-M327XCoCl8iEc4RI2wn,4,Digitalidad,10
-M327XCoCl8iEc4RI2wn,5,Algoritmo,10
-M32POeX9RW1rFTkIb6d,1,Grandes datos,5
-M32POeX9RW1rFTkIb6d,2,Volúmenes de datos,10
-M32POeX9RW1rFTkIb6d,3,Datos estructurados,5
-M32POeX9RW1rFTkIb6d,4,Datos de gran envergadura,5
-M32POeX9RW1rFTkIb6d,5,Nuevos servicios comerciales,5
-M32VykWfiNM5m0P3U9V,1,Corporaciones,2
-M32VykWfiNM5m0P3U9V,2,Información,10
-M32VykWfiNM5m0P3U9V,3,Espionaje,1
-M32VykWfiNM5m0P3U9V,4,Robo,0
-M32VykWfiNM5m0P3U9V,5,Encubierto,0
-M332vBoWfVGSMA-QvLi,1,Innovación,10
-M332vBoWfVGSMA-QvLi,2,Automatización,7
-M332vBoWfVGSMA-QvLi,3,Investigación,10
-M332vBoWfVGSMA-QvLi,4,Despidos,1
-M332vBoWfVGSMA-QvLi,5,Comunicación,6
-M33fCilOKv74QaAq5qO,1,acumulacion,7
-M33fCilOKv74QaAq5qO,2,infinito,8
-M33fCilOKv74QaAq5qO,3,captacion,5
-M33fCilOKv74QaAq5qO,4,universal,7
-M33fCilOKv74QaAq5qO,5,estudio,8
-M33i_ThEOTL3z-8DLKG,1,Perdida de privacidad,0
-M33i_ThEOTL3z-8DLKG,2,Nuevas tecnologías,10
-M33i_ThEOTL3z-8DLKG,3,Perdida de autenticidad,0
-M33i_ThEOTL3z-8DLKG,4,Generación perezosa,0
-M33i_ThEOTL3z-8DLKG,5,Nuevos desafíos,5
-M33i_ThEOTL3z-8DLKG,6,Crecimiento y desarrollo social,10
-M33i_ThEOTL3z-8DLKG,7,Acumulación de capital,0
-M3427nZjtQyFG-JqjAn,1,Futuro,9
-M3427nZjtQyFG-JqjAn,2,Tecnología,7
-M3427nZjtQyFG-JqjAn,3,Pensamiento,10
-M3427nZjtQyFG-JqjAn,4,Nuevas estrategias,7
-M3427nZjtQyFG-JqjAn,5,Robótica,8
-M3446M4bsV6BsIXd7Nf,1,Futuro,10
-M3446M4bsV6BsIXd7Nf,2,Revolución,10
-M3446M4bsV6BsIXd7Nf,3,automatización,10
-M3446M4bsV6BsIXd7Nf,4,sistemático,9
-M3446M4bsV6BsIXd7Nf,5,incremental,8
-M3SNRpAxiy-4pTlRfxi,1,información,8
-M3SNRpAxiy-4pTlRfxi,2,disponibilidad,9
-M3SNRpAxiy-4pTlRfxi,3,riesgo,1
-M3SNRpAxiy-4pTlRfxi,4,intimidad,2
-M3SNRpAxiy-4pTlRfxi,5,computación,7
-M3lt2Bhf7uv-k52J35p,1,Tecnología ,10
-M3lt2Bhf7uv-k52J35p,2,Velocidad,10
-M3lt2Bhf7uv-k52J35p,3,Información,10
-M3lt2Bhf7uv-k52J35p,4,Intimidad,3
-M3lt2Bhf7uv-k52J35p,5,Conexión,10
-M3ms92KMG433cWx73Wd,1,Innovacion ,5
-M3ms92KMG433cWx73Wd,2,Tecnologia,5
-M3ms92KMG433cWx73Wd,3,Evolucion,5
-M3ms92KMG433cWx73Wd,4,Investigacion,5
-M3ms92KMG433cWx73Wd,5,Impacto,5
-M3qDjjyu2YlrWFiSXZF,1,Dificil,2
-M3qDjjyu2YlrWFiSXZF,2,Búsqueda ,6
-M3qDjjyu2YlrWFiSXZF,3,Estudio ,5
-M3qDjjyu2YlrWFiSXZF,4,Cantidades ,5
-M3qDjjyu2YlrWFiSXZF,5,Soluciones ,8
-M3sxPk0nUoYrZGkm-ja,1,Grande,7
-M3sxPk0nUoYrZGkm-ja,2,Datos,7
-M3sxPk0nUoYrZGkm-ja,3,Comunicación ,7
-M3sxPk0nUoYrZGkm-ja,4,Comercialización ,4
-M3sxPk0nUoYrZGkm-ja,5,Globalización ,2
-M3t-fbu_yAwK4fXjsKU,1,Aprendizaje ,10
-M3t-fbu_yAwK4fXjsKU,2,Sabiduria ,10
-M3t-fbu_yAwK4fXjsKU,3,Instruirse ,10
-M3t-fbu_yAwK4fXjsKU,4,Saber,10
-M3t-fbu_yAwK4fXjsKU,5,Crecimiento ,10
-M3t4Jqup2nQDOcpkC8l,1,Efectividad,8
-M3t4Jqup2nQDOcpkC8l,2,Futuro,5
-M3t4Jqup2nQDOcpkC8l,3,Posibilidades,10
-M3t4Jqup2nQDOcpkC8l,4,Desempleo,2
-M3t4Jqup2nQDOcpkC8l,5,Dependencia,2
-M3vqw3t1QI36UPz-j_o,1,estadística ,9
-M3vqw3t1QI36UPz-j_o,2,objetividad,7
-M3vqw3t1QI36UPz-j_o,3,probabilidad,4
-M3vqw3t1QI36UPz-j_o,4,predicciones,5
-M3vqw3t1QI36UPz-j_o,5,contexto,7
-M3vrEkg5TLL18lIpjhU,1,Estsdo,9
-M3vrEkg5TLL18lIpjhU,2,Inversión ,10
-M3vrEkg5TLL18lIpjhU,3,Dedtinatarios,2
-M3vrEkg5TLL18lIpjhU,4,Aplicación ,4
-M3vrEkg5TLL18lIpjhU,5,Difusión ,2
-M3vrm1-PnnPcRZt85pD,1,Datos ,6
-M3vrm1-PnnPcRZt85pD,2,Internet,5
-M3vrm1-PnnPcRZt85pD,3,Navegacióm,5
-M3vrm1-PnnPcRZt85pD,4,Privacidad,5
-M3vrm1-PnnPcRZt85pD,5,Derechos,5
-M3vrtaCfmnZHt109At7,1,Internet,10
-M3vrtaCfmnZHt109At7,2,Online,10
-M3vrtaCfmnZHt109At7,3,Promos,10
-M3vrtaCfmnZHt109At7,4,Datos,10
-M3vrtaCfmnZHt109At7,5,Email,10
-M3vs7oqT4KboKP9xjC5,1,Compilar información,5
-M3vs7oqT4KboKP9xjC5,2,Banco de datos,5
-M3vs7oqT4KboKP9xjC5,3,Informática,5
-M3vs7oqT4KboKP9xjC5,4,Información virtual,5
-M3vs7oqT4KboKP9xjC5,5,Internet,5
-M3vsOalFuMRlJTv3okE,1,Tecnología,5
-M3vsOalFuMRlJTv3okE,2,Base de datos,5
-M3vsOalFuMRlJTv3okE,3,Matemática,7
-M3vsOalFuMRlJTv3okE,4,Estadística,10
-M3vsOalFuMRlJTv3okE,5,Fórmulas,8
-M3vufbKu1--Lc2bgBC-,1,Utilización de información,5
-M3vufbKu1--Lc2bgBC-,2,Rapidez,1
-M3vufbKu1--Lc2bgBC-,3,No reconoce grises,8
-M3vufbKu1--Lc2bgBC-,4,Arma perfiles rigurosos,5
-M3vufbKu1--Lc2bgBC-,5,No contempla la diferencia,10
-M3vufbKu1--Lc2bgBC-,6,Herramienta ,8
-M3w2JpiZIw8kpUsskzv,1,Internet,10
-M3w2JpiZIw8kpUsskzv,2,Almacenamiento ,10
-M3w2JpiZIw8kpUsskzv,3,Base de datos,5
-M3w2JpiZIw8kpUsskzv,4,Capacidad ,5
-M3w2JpiZIw8kpUsskzv,5,Velocidad,5
-M3wEfnQGCY9Ms58mNAx,1,Robots,3
-M3wEfnQGCY9Ms58mNAx,2,Deshumanización,1
-M3wEfnQGCY9Ms58mNAx,3,Computadora,8
-M3wEfnQGCY9Ms58mNAx,4,Reconocimiento facial,2
-M3wEfnQGCY9Ms58mNAx,5,Programación,8
-M3wGsVZGTr6H_MIHABL,1,Información ,10
-M3wGsVZGTr6H_MIHABL,2,Excesiva,5
-M3wGsVZGTr6H_MIHABL,3,Canales,9
-M3wGsVZGTr6H_MIHABL,4,Inclusión ,10
-M3wGsVZGTr6H_MIHABL,5,Útil ,10
-M3wHrXTcq319J5ULr4Z,1,Avances,10
-M3wHrXTcq319J5ULr4Z,2,Investigación,10
-M3wHrXTcq319J5ULr4Z,3,Robots,5
-M3wHrXTcq319J5ULr4Z,4,Desempleo,0
-M3wHrXTcq319J5ULr4Z,5,Comodidad,6
-M3wMyN9MV_Luxx7PgiK,1,Intelgiencia,10
-M3wMyN9MV_Luxx7PgiK,2,Educacion,10
-M3wMyN9MV_Luxx7PgiK,3,Privilegio,10
-M3wMyN9MV_Luxx7PgiK,4,Soberbia,0
-M3wMyN9MV_Luxx7PgiK,5,Aprendizaje,10
-M3wdRDfef_BI0ngSMUN,1,Tecnologia,7
-M3wdRDfef_BI0ngSMUN,2,Internet,7
-M3wdRDfef_BI0ngSMUN,3,Información,7
-M3wdRDfef_BI0ngSMUN,4,Vigilancia,3
-M3wdRDfef_BI0ngSMUN,5,Control,2
-M40GnKqZDUDVKuHZeN1,1,infomación,10
-M40GnKqZDUDVKuHZeN1,2,tecnología,10
-M40GnKqZDUDVKuHZeN1,3,programadores,10
-M40GnKqZDUDVKuHZeN1,4,análisis de mercado/consumidores,10
-M40GnKqZDUDVKuHZeN1,5,segmentación,5
-M4605TVwYB7Jqvyxfwz,1,control,1
-M4605TVwYB7Jqvyxfwz,2,información,5
-M4605TVwYB7Jqvyxfwz,3,marketing,1
-M4605TVwYB7Jqvyxfwz,4,infinito,5
-M4605TVwYB7Jqvyxfwz,5,conexión,5
-M466SEgzBKoYeP53Q5E,1,Patron,5
-M466SEgzBKoYeP53Q5E,2,Comportamiento,5
-M466SEgzBKoYeP53Q5E,3,Investigacion,7
-M466SEgzBKoYeP53Q5E,4,Informacion,7
-M466SEgzBKoYeP53Q5E,5,Marketing,2
-M468Wvd5zkbt3AURgKb,1,Construcción,10
-M468Wvd5zkbt3AURgKb,2,Episteme,10
-M468Wvd5zkbt3AURgKb,3,Piaget,10
-M468Wvd5zkbt3AURgKb,4,Libros,10
-M468Wvd5zkbt3AURgKb,5,Saber,10
-M46ULzYYzYfjd15rq9l,1,Memoria artificial,5
-M46ULzYYzYfjd15rq9l,2,Muchos datos,5
-M46ULzYYzYfjd15rq9l,3,Muchos datos cargados,5
-M46ULzYYzYfjd15rq9l,4,Gran información guardada,5
-M46ULzYYzYfjd15rq9l,5,Máquina guarda datos,5
-M46fJznS6rvED7w4-Lv,1,Privacidad (pérdida de),0
-M46fJznS6rvED7w4-Lv,2,Análisis,8
-M46fJznS6rvED7w4-Lv,3,Recurso,5
-M46fJznS6rvED7w4-Lv,4,Computación,7
-M46fJznS6rvED7w4-Lv,5,Lugar común,2
-M46vWAtpLWpJxqgmHUK,1,Drako,10
-M46vWAtpLWpJxqgmHUK,2,Carrera,10
-M46vWAtpLWpJxqgmHUK,3,Futuro,10
-M46vWAtpLWpJxqgmHUK,4,Hijo,10
-M46vWAtpLWpJxqgmHUK,5,Proyeccion,10
-M46zXQYg6QKgZVX_pQv,1,Universo,8
-M46zXQYg6QKgZVX_pQv,2,Control,1
-M46zXQYg6QKgZVX_pQv,3,Manipulación,1
-M46zXQYg6QKgZVX_pQv,4,Acceso,5
-M46zXQYg6QKgZVX_pQv,5,Democratización,6
-M4710w3FVeTgjdkpJPX,1,Información ,10
-M4710w3FVeTgjdkpJPX,2,Intromisión,2
-M4710w3FVeTgjdkpJPX,3,Instanteneidad,7
-M4710w3FVeTgjdkpJPX,4,Marketing,7
-M4710w3FVeTgjdkpJPX,5,Redes,7
-M47ExPq-lbDnXrT8wtS,1,Datos,10
-M47ExPq-lbDnXrT8wtS,2,Información,10
-M47ExPq-lbDnXrT8wtS,3,Noticias,10
-M47ExPq-lbDnXrT8wtS,4,Llamar atención,0
-M47ExPq-lbDnXrT8wtS,5,Accedé ahora,5
-M47M8rn69ZaP2OdOy7R,1,Información ,10
-M47M8rn69ZaP2OdOy7R,2,Grande,10
-M47M8rn69ZaP2OdOy7R,3,Confiable ,5
-M47M8rn69ZaP2OdOy7R,4,Interesante ,5
-M47M8rn69ZaP2OdOy7R,5,Contenido,5
-M47Wjv9dk5p4e5a6Iq3,1,internet,10
-M47Wjv9dk5p4e5a6Iq3,2,redes sociales,9
-M47Wjv9dk5p4e5a6Iq3,3,informacion,6
-M47Wjv9dk5p4e5a6Iq3,4,trabajo,10
-M47Wjv9dk5p4e5a6Iq3,5,intercambio,10
-M4822FBV7CV-ctwFc9e,1,Grande,10
-M4822FBV7CV-ctwFc9e,2,Datos ,10
-M4822FBV7CV-ctwFc9e,3,Numerosos ,10
-M4822FBV7CV-ctwFc9e,4,Muchos,10
-M4822FBV7CV-ctwFc9e,5,Información ,10
-M48F9myllf8eLxd9vhd,1,Organización,8
-M48F9myllf8eLxd9vhd,2,Biblioteca,10
-M48F9myllf8eLxd9vhd,3,Pruebas,9
-M48F9myllf8eLxd9vhd,4,Enciclopedismo,3
-M48F9myllf8eLxd9vhd,5,Tecnologías,8
-M48eMhjGhzzi7kwa7vt,1,Saberes,0
-M48eMhjGhzzi7kwa7vt,2,Exoeriencia,0
-M48eMhjGhzzi7kwa7vt,3,Aprendizaje,0
-M48eMhjGhzzi7kwa7vt,4,Memorizacion,10
-M48eMhjGhzzi7kwa7vt,5,Repeticion,10
-M48q9mNBBmUMXpAydKS,1,Base de datos,5
-M48q9mNBBmUMXpAydKS,2,Privacidad,2
-M48q9mNBBmUMXpAydKS,3,Marketing,5
-M48q9mNBBmUMXpAydKS,4,Estrategia,5
-M48q9mNBBmUMXpAydKS,5,Monetización,3
-M48qPT14N4x4tX0sMf7,1,Base de datos,0
-M48qPT14N4x4tX0sMf7,2,Servidor web,0
-M48qPT14N4x4tX0sMf7,3,Programación ,0
-M48qPT14N4x4tX0sMf7,4,Mantenimiento ,0
-M48qPT14N4x4tX0sMf7,5,Informática física ,0
-M49FZMqE4c4ar6M73lN,1,Ciencia,5
-M49FZMqE4c4ar6M73lN,2,Tecnología,5
-M49FZMqE4c4ar6M73lN,3,Humanidad,5
-M49FZMqE4c4ar6M73lN,4,Manipular,5
-M49FZMqE4c4ar6M73lN,5,Límites éticos,5
-M49ODP8JeUSoxrj0H5P,1,Academia,8
-M49ODP8JeUSoxrj0H5P,2,Ciencia,10
-M49ODP8JeUSoxrj0H5P,3,Progreso,8
-M49ODP8JeUSoxrj0H5P,4,Reflexión,8
-M49ODP8JeUSoxrj0H5P,5,Comprensión,9
-M49dkdAStWh38ATCF6I,1,Necesario,10
-M49dkdAStWh38ATCF6I,2,Libre,10
-M49dkdAStWh38ATCF6I,3,Sesgado,0
-M49dkdAStWh38ATCF6I,4,Ignorancia,1
-M49dkdAStWh38ATCF6I,5,Tecnología,9
-M49rxxyhoW5xgdBNa0v,1,Robots,2
-M49rxxyhoW5xgdBNa0v,2,Desarrollo científico,7
-M49rxxyhoW5xgdBNa0v,3,Deshumanización,1
-M49rxxyhoW5xgdBNa0v,4,No se discuten los efectos éticos ,3
-M49rxxyhoW5xgdBNa0v,5,Manipulación,2
-M49y46ZZ2pm7i3UcNLu,1,Información,8
-M49y46ZZ2pm7i3UcNLu,2,Comunicación,7
-M49y46ZZ2pm7i3UcNLu,3,Intercambio,8
-M49y46ZZ2pm7i3UcNLu,4,Global,5
-M49y46ZZ2pm7i3UcNLu,5,Ideas,8
-M4A03asbnw6nzk8I4vR,1,Manipulación,2
-M4A03asbnw6nzk8I4vR,2,Ampliar,7
-M4A03asbnw6nzk8I4vR,3,Intereses ,4
-M4A03asbnw6nzk8I4vR,4,Trascendente,6
-M4A03asbnw6nzk8I4vR,5,Mejorar,8
-M4ABIGu_-cRhOGJ3NxJ,1,Robot,5
-M4ABIGu_-cRhOGJ3NxJ,2,Cerebro,10
-M4ABIGu_-cRhOGJ3NxJ,3,Objeto,6
-M4ABIGu_-cRhOGJ3NxJ,4,Ayuda,9
-M4ABIGu_-cRhOGJ3NxJ,5,Sistema,5
-M4AJd3BtrZ3xduq4osn,1,Datos,8
-M4AJd3BtrZ3xduq4osn,2,Analítica,8
-M4AJd3BtrZ3xduq4osn,3,Información,8
-M4AJd3BtrZ3xduq4osn,4,Decisiones,8
-M4AJd3BtrZ3xduq4osn,5,Negocios,8
-M4ASo2XPfFH2ttOIhnA,1,Pensador,10
-M4ASo2XPfFH2ttOIhnA,2,Tecnología,10
-M4ASo2XPfFH2ttOIhnA,3,Independiente,9
-M4ASo2XPfFH2ttOIhnA,4,Programación,10
